Kd_id,Kd_Cond,Kd_Age,Brand,Manufacture,Dosage in code,Ingredients,Caution,Side Effect,Contra Indication
39,"2, 3",15,Me Utsu children Sekido syrup,Uzukyumeigan,13,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
40,"2, 3",16,Me Utsu children Sekido syrup,Uzukyumeigan,13,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
41,"2, 3",17,Me Utsu children Sekido syrup,Uzukyumeigan,13,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
42,"2, 3",18,Me Utsu children Sekido syrup,Uzukyumeigan,17,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
43,"2, 3",19,Me Utsu children Sekido syrup,Uzukyumeigan,17,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
44,"2, 3",20,Me Utsu children Sekido syrup,Uzukyumeigan,17,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
45,"2, 3",21,Me Utsu children Sekido syrup,Uzukyumeigan,17,dextromethorphan hydrobromide hydrate : 30mg dl- methyl ephedrine hydrochloride: 37.5 Guaifenesin: 100mg d- chlorpheniramine maleate:3mg Nandina Jitsu extract: 109mg Bellflower extract: 40mg,"Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, Please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
46,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",1,materia medica wind oral solution for pediatric SX,Honzo,7,"Acetaminophen: 264mg Kurorufe two Ramin maleate: 2.4mg Dextromethorphan hydrobromide hydrate: 16mg dl- methyl ephedrine hydrochloride: 12mg Anhydrous caffeine: 40mg (As licorice 1,280mg) licorice extract: 320mg Additives: sucrose, D- sorbitol, sodium citrate, polyoxyethylene hydrogenated castor oil, sodium benzoate, parabens, alcohol, propylene glycol, perfume","Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
47,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",2,materia medica wind oral solution for pediatric SX,Honzo,7,"Acetaminophen: 264mg Kurorufe two Ramin maleate: 2.4mg Dextromethorphan hydrobromide hydrate: 16mg dl- methyl ephedrine hydrochloride: 12mg Anhydrous caffeine: 40mg (As licorice 1,280mg) licorice extract: 320mg Additives: sucrose, D- sorbitol, sodium citrate, polyoxyethylene hydrogenated castor oil, sodium benzoate, parabens, alcohol, propylene glycol, perfume","Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
48,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",3,materia medica wind oral solution for pediatric SX,Honzo,7,"Acetaminophen: 264mg Kurorufe two Ramin maleate: 2.4mg Dextromethorphan hydrobromide hydrate: 16mg dl- methyl ephedrine hydrochloride: 12mg Anhydrous caffeine: 40mg (As licorice 1,280mg) licorice extract: 320mg Additives: sucrose, D- sorbitol, sodium citrate, polyoxyethylene hydrogenated castor oil, sodium benzoate, parabens, alcohol, propylene glycol, perfume","Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
49,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",4,materia medica wind oral solution for pediatric SX,Honzo,7,"Acetaminophen: 264mg Kurorufe two Ramin maleate: 2.4mg Dextromethorphan hydrobromide hydrate: 16mg dl- methyl ephedrine hydrochloride: 12mg Anhydrous caffeine: 40mg (As licorice 1,280mg) licorice extract: 320mg Additives: sucrose, D- sorbitol, sodium citrate, polyoxyethylene hydrogenated castor oil, sodium benzoate, parabens, alcohol, propylene glycol, perfume","Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
50,"4, 5, 6, 7, 2, 8, 9, 10, 11, 12, 13",5,materia medica wind oral solution for pediatric SX,Honzo,7,"Acetaminophen: 264mg Kurorufe two Ramin maleate: 2.4mg Dextromethorphan hydrobromide hydrate: 16mg dl- methyl ephedrine hydrochloride: 12mg Anhydrous caffeine: 40mg (As licorice 1,280mg) licorice extract: 320mg Additives: sucrose, D- sorbitol, sodium citrate, polyoxyethylene hydrogenated castor oil, sodium benzoate, parabens, alcohol, propylene glycol, perfume","Do not use any of the following medicines while taking this drug Other cold medicines, antipyretic analgesics, sedatives, antitussive expectorants, or oral medicines containing antihistamines, Do not drive a vehicle or operate machinery after taking this medicine, Do not drink alcohol before or after taking this medicine, please do not use it for a long","Skin Rash, redness, itching, Gastrointestinal nausea, vomiting, loss of appetite, Neuropsychiatric system Dizziness Respiratory system Shortness of breath, difficulty breathing Urology Difficulty urinating Others Excessive drop in body temperature","Persons who have had allergic symptoms due to this drug or its ingredients, People who have had asthma after taking this drug or other cold medicines or antipyretic analgesics"
